ds,Product,State,actual_count,topic,topic_count,topic_keywords,topic_interpretation,year,month_num,forecast_count,model
2022-04-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",DC,10.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2022,4,,
2022-05-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",DC,7.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2022,5,,
2022-06-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",DC,6.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2022,6,,
2022-07-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",DC,12.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2022,7,,
2022-08-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",DC,5.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2022,8,,
2022-09-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",DC,10.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2022,9,,
2022-10-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",DC,21.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2022,10,,
2022-11-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",DC,15.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2022,11,,
2022-12-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",DC,25.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2022,12,,
2023-01-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",DC,27.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2023,1,,
2023-02-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",DC,16.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2023,2,,
2023-03-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",DC,17.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2023,3,,
2023-04-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",DC,21.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2023,4,,
2023-05-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",DC,18.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2023,5,,
2023-06-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",DC,13.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2023,6,,
2023-07-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",DC,28.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2023,7,,
2023-08-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",DC,18.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2023,8,,
2023-09-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",DC,,,,,,2023,9,15.990993299852274,SARIMA
2023-10-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",DC,,,,,,2023,10,15.012848193518156,SARIMA
2023-11-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",DC,,,,,,2023,11,14.53660894106816,SARIMA
2023-12-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",DC,,,,,,2023,12,14.304737591811868,SARIMA
2024-01-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",DC,,,,,,2024,1,14.191844078038391,SARIMA
2024-02-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",DC,,,,,,2024,2,14.136878488313746,SARIMA
2024-03-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",DC,,,,,,2024,3,14.110116844063391,SARIMA
2024-04-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",DC,,,,,,2024,4,14.097087135720948,SARIMA
2024-05-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",DC,,,,,,2024,5,14.090743231815011,SARIMA
2024-06-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",DC,,,,,,2024,6,14.08765451212075,SARIMA
2024-07-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",DC,,,,,,2024,7,14.0861506763926,SARIMA
2024-08-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",DC,,,,,,2024,8,14.085418488910042,SARIMA
2020-11-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",IN,18.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2020,11,,
2020-12-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",IN,26.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2020,12,,
2021-01-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",IN,12.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2021,1,,
2021-02-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",IN,10.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2021,2,,
2021-03-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",IN,30.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2021,3,,
2021-04-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",IN,24.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2021,4,,
2021-05-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",IN,29.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2021,5,,
2021-06-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",IN,16.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2021,6,,
2021-07-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",IN,16.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2021,7,,
2021-08-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",IN,18.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2021,8,,
2021-09-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",IN,18.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2021,9,,
2021-10-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",IN,22.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2021,10,,
2021-11-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",IN,14.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2021,11,,
2021-12-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",IN,21.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2021,12,,
2022-01-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",IN,34.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2022,1,,
2022-02-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",IN,13.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2022,2,,
2022-03-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",IN,48.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2022,3,,
2022-04-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",IN,33.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2022,4,,
2022-05-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",IN,18.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2022,5,,
2022-06-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",IN,25.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2022,6,,
2022-07-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",IN,37.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2022,7,,
2022-08-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",IN,84.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2022,8,,
2022-09-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",IN,45.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2022,9,,
2022-10-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",IN,72.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2022,10,,
2022-11-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",IN,66.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2022,11,,
2022-12-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",IN,57.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2022,12,,
2023-01-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",IN,51.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2023,1,,
2023-02-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",IN,59.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2023,2,,
2023-03-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",IN,62.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2023,3,,
2023-04-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",IN,78.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2023,4,,
2023-05-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",IN,76.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2023,5,,
2023-06-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",IN,60.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2023,6,,
2023-07-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",IN,90.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2023,7,,
2023-08-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",IN,63.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2023,8,,
2023-09-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",IN,,,,,,2023,9,76.06381963334267,SARIMA
2023-10-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",IN,,,,,,2023,10,77.8925047893688,SARIMA
2023-11-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",IN,,,,,,2023,11,79.72118994539493,SARIMA
2023-12-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",IN,,,,,,2023,12,81.54987510142105,SARIMA
2024-01-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",IN,,,,,,2024,1,83.37856025744718,SARIMA
2024-02-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",IN,,,,,,2024,2,85.2072454134733,SARIMA
2024-03-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",IN,,,,,,2024,3,87.03593056949943,SARIMA
2024-04-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",IN,,,,,,2024,4,88.86461572552555,SARIMA
2024-05-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",IN,,,,,,2024,5,90.69330088155168,SARIMA
2024-06-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",IN,,,,,,2024,6,92.5219860375778,SARIMA
2024-07-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",IN,,,,,,2024,7,94.35067119360392,SARIMA
2024-08-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",IN,,,,,,2024,8,96.17935634963004,SARIMA
2020-11-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",KS,4.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2020,11,,
2020-12-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",KS,9.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2020,12,,
2021-01-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",KS,5.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2021,1,,
2021-02-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",KS,5.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2021,2,,
2021-03-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",KS,7.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2021,3,,
2021-04-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",KS,8.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2021,4,,
2021-05-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",KS,2.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2021,5,,
2021-06-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",KS,2.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2021,6,,
2021-07-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",KS,3.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2021,7,,
2021-08-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",KS,3.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2021,8,,
2021-09-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",KS,1.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2021,9,,
2021-10-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",KS,3.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2021,10,,
2021-11-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",KS,5.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2021,11,,
2021-12-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",KS,4.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2021,12,,
2022-01-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",KS,3.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2022,1,,
2022-02-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",KS,1.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2022,2,,
2022-03-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",KS,7.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2022,3,,
2022-04-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",KS,7.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2022,4,,
2022-05-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",KS,9.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2022,5,,
2022-06-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",KS,9.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2022,6,,
2022-07-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",KS,6.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2022,7,,
2022-08-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",KS,15.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2022,8,,
2022-09-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",KS,7.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2022,9,,
2022-10-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",KS,11.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2022,10,,
2022-11-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",KS,5.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2022,11,,
2022-12-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",KS,5.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2022,12,,
2023-01-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",KS,9.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2023,1,,
2023-02-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",KS,8.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2023,2,,
2023-03-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",KS,13.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2023,3,,
2023-04-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",KS,8.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2023,4,,
2023-05-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",KS,5.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2023,5,,
2023-06-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",KS,13.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2023,6,,
2023-07-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",KS,12.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2023,7,,
2023-08-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",KS,7.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2023,8,,
2023-09-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",KS,,,,,,2023,9,8.021444987007348,SARIMA
2023-10-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",KS,,,,,,2023,10,7.063117134798079,SARIMA
2023-11-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",KS,,,,,,2023,11,7.05479289659881,SARIMA
2023-12-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",KS,,,,,,2023,12,6.815546640542713,SARIMA
2024-01-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",KS,,,,,,2024,1,6.748351565320322,SARIMA
2024-02-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",KS,,,,,,2024,2,6.67089522925371,SARIMA
2024-03-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",KS,,,,,,2024,3,6.633190829857101,SARIMA
2024-04-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",KS,,,,,,2024,4,6.603771744431073,SARIMA
2024-05-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",KS,,,,,,2024,5,6.5864384489316325,SARIMA
2024-06-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",KS,,,,,,2024,6,6.574444434172345,SARIMA
2024-07-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",KS,,,,,,2024,7,6.566892711548098,SARIMA
2024-08-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",KS,,,,,,2024,8,6.5618707598437815,SARIMA
2020-11-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",MN,26.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2020,11,,
2020-12-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",MN,17.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2020,12,,
2021-01-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",MN,19.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2021,1,,
2021-02-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",MN,11.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2021,2,,
2021-03-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",MN,24.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2021,3,,
2021-04-01,"CREDIT REPORTING, CREDIT REPAIR SERVICES, OR OTHER PERSONAL CONSUMER REPORTS",MN,14.0,2.0,400.0,"inquiries, inquiry, xx, hard, credit",Hard inquiries / unauthorized inquiries,2021,4,,
